,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
40362,3893,7903,403,2468,314,,,,,,424,,,,979,,,,
40367,9205,419,2134,4127,68,,,,,,,,110,274,,,47,,
40368,4271,9342,301,326,789,,,,,,1355,,,,,,,,
40369,9209,3586,1293,618,101,752,678,147,,,,,,,,,,,
40375,3184,4524,3653,1995,1384,,440,,,,1204,,,,,,,,
40376,11559,1454,883,1442,,222,,580,,,,,,,,,,,244
40395,6184,1151,3527,1378,2257,,,1106,,,,,,,781,,,,
40400,4142,103,3649,2000,1891,1714,633,1677,,,,,,,575,,,,
40407,7599,3882,775,1344,520,,612,,,,1099,,,,553,,,,
40413,7936,4263,2401,1270,387,,127,,,,,,,,,,,,
40414,9123,4959,,1029,357,,,,,,285,101,,,530,,,,
40417,11414,1044,1507,68,1798,,,,,,,,,,553,,,,
40423,6967,3771,1729,952,,388,1164,1413,,,,,,,,,,,
40424,7875,7012,275,,,,,,,,1116,,,,,,,106,
40428,6250,6449,1362,279,,,326,1165,,,553,,,,,,,,
40433,4438,31,4229,4143,764,1366,,,,,,,,,,1413,,,
40434,4689,2988,4032,909,747,939,,973,,,,,,,,,,1107,
40439,8525,1237,912,5079,,,,,,185,,,102,,,344,,,
40441,4780,3410,2782,3303,1254,724,,,,,131,,,,,,,,
40447,7607,6967,1031,,,,,,,,,,,,779,,,,
40452,7478,2174,1115,1874,2394,,,657,,,,,,,290,,,402,
40459,4642,3393,1136,3591,513,1592,,981,,,,,,,305,231,,,
40462,11237,4855,,,,,,,,,,,,,,,,292,
40473,8709,505,2273,716,,,471,151,1036,,,,,,2034,,489,,
40481,4859,,3280,6790,201,,,,,648,,,119,168,121,198,,,
40482,11788,4596,,,,,,,,,,,,,,,,,
40486,9750,3002,842,,763,,,,,,797,,,,545,,,685,
40488,5258,1140,5371,2730,769,196,,,,,635,,,,,129,,,156
40491,9818,3381,1468,180,,,,550,,,,,,,884,103,,,
40497,10890,5494,,,,,,,,,,,,,,,,,
40502,14177,125,80,351,1188,,95,,,,,,,,,,,368,
40504,12386,3998,,,,,,,,,,,,,,,,,
40505,9941,5647,,,239,,,,,,557,,,,,,,,
40507,6816,6180,123,2006,,789,,,,,470,,,,,,,,
40509,6630,8651,,,,,,,,,,,,,437,,,666,
40512,5664,6645,720,2312,180,,,,,,863,,,,,,,,
40515,6135,8414,109,440,645,,641,,,,,,,,,,,,
40520,9590,6794,,,,,,,,,,,,,,,,,
40528,14542,1842,,,,,,,,,,,,,,,,,
40535,12673,738,100,147,,,,,2586,,,,71,,,,69,,
40545,12655,3729,,,,,,,,,,,,,,,,,
40551,15356,1028,,,,,,,,,,,,,,,,,
40554,8973,1597,1896,1988,1022,72,,,,,836,,,,,,,,
40557,5723,606,3165,4584,33,,,,,2273,,,,,,,,,
40562,15882,502,,,,,,,,,,,,,,,,,
10003,5375,,6161,,216,191,234,,,1838,,,811,1558,,,,,
10010,4062,7059,1273,3300,,,,,,,,,272,170,21,,28,199,
10012,2948,340,6018,,1005,2648,,,,2349,,,,1076,,,,,
10017,8144,201,3341,,1063,148,,,,2945,,,,542,,,,,
10018,3805,6689,393,1646,381,,543,,,,,,1582,,1345,,,,
10022,3705,7767,175,649,370,,,,,,,,,,,,1292,2426,
10025,5898,4797,587,3017,,,277,,,,894,,,,,,,914,
10029,6465,226,4351,386,3731,58,325,,,114,,,,728,,,,,
10031,5589,775,7615,427,,443,,,,1235,,,,300,,,,,
10032,6523,4875,592,2204,1440,,,,,,,,,,,,,750,
10037,4042,2665,2952,4419,390,,,,,,,,536,552,,,828,,
10042,4609,4434,3250,276,,2397,,,,,192,,,,,,,1226,
10047,7219,,4209,361,,2763,1122,,,246,,,,464,,,,,
10052,3962,3960,1593,4404,1105,,79,,,,,,,,820,,,461,
10061,4981,3366,,5957,680,,1400,,,,,,,,,,,,
10067,12349,990,,276,,,88,,,,,,2160,,521,,,,
10073,6887,4736,1674,1714,,,,,,,,,73,73,859,,,368,
10080,12588,3796,,,,,,,,,,,,,,,,,
10082,5304,632,2349,1424,2619,1099,,,,2509,,,,368,80,,,,
10083,5364,3671,2297,1123,443,2031,533,,,462,460,,,,,,,,
10084,2788,,3911,143,189,924,1070,,,1348,3098,,,,2913,,,,
10091,5084,5119,1942,2062,,,,,,,211,,,,,,,1966,
10093,5771,4974,2867,369,162,1124,263,,,,,,,,264,,,590,
10096,4643,,7990,,547,1011,,,,1182,,,1011,,,,,,
10098,4263,4458,2571,3340,599,982,34,,,,,,92,45,,,,,
10101,6244,610,4294,,,1535,352,,,3349,,,,,,,,,
10102,5201,6950,1371,2264,198,,,,,,,,148,252,,,,,
10104,7790,3131,2913,403,,622,,,,,,,,,,,,1525,
10108,6948,6667,298,1482,,,,,,,,,,,122,,363,504,
10109,5567,196,5038,1573,655,479,,,,2256,620,,,,,,,,
10111,7585,223,1828,860,1475,1812,1327,,,1078,,,,,196,,,,
10112,6020,654,5044,337,705,2421,111,,,,380,,,572,140,,,,
10114,4260,42,4168,,3933,3198,197,,,586,,,,,,,,,
10115,3469,6447,1520,3323,764,,,,,,,,,,,,524,337,
10117,5302,2905,4174,507,1608,,,,,1108,,,,,,,606,174,
10121,4082,132,6131,2766,749,1327,149,,,1048,,,,,,,,,
10141,10892,3642,218,207,392,,,,,,1002,,,31,,,,,
10142,7795,290,3712,2095,187,692,395,,,1218,,,,,,,,,
10156,8567,3225,1036,1589,948,,939,,,,,,,,80,,,,
10162,4973,5488,230,4199,295,,291,,,,,,,,908,,,,
10168,3354,6594,2577,1852,866,373,,,,,,,,,,,,768,
10169,6983,3357,962,3622,,,,,,,,,,,794,,73,593,
10176,9345,466,1961,518,1294,755,,,,907,,,724,414,,,,,
10181,6716,4591,2276,2393,100,,,,,,,,,,,,,308,
10182,5827,5241,839,2653,503,,,,,,,,1206,,,,115,,
10190,3956,6394,2409,2374,501,,,,,,,,,,,,22,728,
10191,11469,3985,372,558,,,,,,,,,,,,,,,
10193,7041,3004,1588,1091,,1726,86,,,1383,465,,,,,,,,
10195,4785,,3571,2372,1007,1607,1079,,,1963,,,,,,,,,
10197,5710,3593,319,4232,1317,,,,,,,,,,1003,,,210,
10201,5837,3439,1485,923,418,3019,,79,,,,339,845,,,,,,
10206,10568,713,2397,,,747,,,,1959,,,,,,,,,
10211,6887,3017,3876,303,,983,690,,,,,,,,628,,,,
10212,5677,1059,4249,2842,,1086,330,,,1141,,,,,,,,,
10213,5278,5722,2492,1001,,543,840,,,305,,,,,203,,,,
10215,5136,,6587,,766,2271,364,,,1260,,,,,,,,,
10221,4304,5597,1976,3126,896,,,,,,362,,,,,,,123,
10227,7978,6595,510,726,,,184,,,,,,81,,85,,225,,
10229,8309,7012,66,692,,,,,,,,,,,,,,305,
10238,9077,1881,1340,1207,1103,1602,,,,,,,57,117,,,,,
10240,4737,5446,3405,2029,,,,,,,205,,,,208,,,354,
10242,5665,7383,314,1544,464,,144,,,,712,,,,158,,,,
10243,4616,7696,104,2776,757,,,,,,,,396,39,,,,,
10250,5103,4498,1090,3858,,,,,,,,,,478,,,,1357,
10251,10885,992,709,,2202,670,279,,,340,,,,,307,,,,
10252,5012,2224,6894,1555,,,144,,,,,,,,555,,,,
10259,6068,597,5542,463,760,1391,,,,1563,,,,,,,,,
10266,4410,2770,3058,6074,,,,,,,,,,,72,,,,
10269,6360,1938,3548,505,1298,602,,,,,359,,,,,,,1774,
10270,6044,58,5948,466,227,2682,492,,,467,,,,,,,,,
10275,3714,6771,3403,976,874,233,,,,,243,,,,,,,170,
10285,5257,6359,585,2524,77,,783,,,,,,658,,141,,,,
10291,4196,,6093,1084,980,3293,,,,738,,,,,,,,,
10297,8092,3488,432,2270,,,553,,,,,,736,,813,,,,
10308,6378,5481,457,2769,737,,,,,,,,,,,,,562,
10310,4612,2472,5464,2010,254,827,,,,745,,,,,,,,,
10311,11021,4370,,294,,,,,,,,,,,306,,148,245,
10314,3444,,6958,117,750,3711,667,,,737,,,,,,,,,
10319,6787,8318,,772,,,,,,,54,,,,,,,453,
10322,6995,2531,567,5908,,,,,,,,,,65,318,,,,
10324,6752,6423,531,2052,,,159,,,,,,,,379,,88,,
10325,6800,4522,1740,1999,,1022,67,,,,,,,,,,146,88,
10337,4236,8404,1755,1527,,,,,,,,,,,,,,462,
10340,5702,4757,1361,3384,336,241,119,,,,,,,,484,,,,
10341,5583,528,6953,,1212,784,,,,1044,,,,,280,,,,
10345,3342,8965,,444,358,,,,,,,,,,3275,,,,
10346,5682,6930,,2763,,,,,,,,,,,,,244,765,
10355,6105,6370,1447,1261,104,,,,,,346,,,,,,615,,136
10362,6970,2223,2015,1737,825,,,,,,,,,,2614,,,,
10363,5471,8620,770,725,230,,,,,,,,,,,,,568,
10367,5908,1270,4983,664,1846,309,730,550,,,,,,,,,124,,
10372,8297,3024,2743,1134,,937,,,,,,,,,,,,249,
10376,9001,6433,,687,,,,,,,,,,,,,,263,
10377,7035,5505,1367,2377,,,,,,,,,,,,,100,,
10381,10045,3783,880,,529,,,,,,,,,,,,,1147,
10389,8510,5873,783,1182,,,,,,,,,,,,,36,,
10390,5012,8693,,2162,,,,,,,,,,,,,,517,
10393,3473,6118,2272,4484,,,,,,,,,,37,,,,,
10395,6167,5786,1916,1754,,474,,,,,,,,,,,,,287
10402,9174,2211,1222,349,401,2466,301,,,,,,,,260,,,,
10403,7237,3104,2321,1501,,,,,,,1620,,,,601,,,,
10407,4823,7324,1504,1739,495,156,,,,,,,,,343,,,,
10428,5007,4426,780,5436,,586,52,,,,,,,,97,,,,
10436,4678,3011,3527,2074,2059,617,418,,,,,,,,,,,,
10438,11214,3487,438,515,,730,,,,,,,,,,,,,
10439,4555,2922,6763,1073,224,,253,,,594,,,,,,,,,
10441,9067,2026,3264,628,,866,,,,533,,,,,,,,,
10443,5204,7331,,1910,731,,,,,,,,,,1208,,,,
10447,2696,1617,5040,3217,147,3264,,,,,403,,,,,,,,
10448,3957,2830,2535,3602,,2439,,,,1021,,,,,,,,,
10449,4201,3022,1951,5482,,830,,,,,703,,,,195,,,,
10453,3953,3395,4580,1651,782,1859,,,,,,,,,,,164,,
10459,3321,5618,3696,1648,773,1086,,,,,,,,,242,,,,
10460,6805,2928,2466,956,1549,,,,,1680,,,,,,,,,
10462,6454,6907,1319,602,,,,,,,,,,,692,,,410,
10497,4351,6460,1675,3159,491,,,,,,,,,,,,,248,
10502,9053,2553,2996,631,602,,,,,,,,,,150,,,399,
10503,7094,7530,489,340,,681,,,,,,,,,,,46,204,
10510,4870,6734,770,2345,448,954,,,,,,,,,263,,,,
10526,3392,4238,2281,3528,1181,1764,,,,,,,,,,,,,
10530,4719,1323,8071,777,,547,,,,465,,,,482,,,,,
10535,6221,4537,1689,1500,2234,,,,,,,,,,203,,,,
10536,5942,4323,1599,2350,924,,,,,,1246,,,,,,,,
20000,6665,,397,,,,,,,,,,137,,64,347,8154,,620
20004,11199,2140,,,,,,608,,,,,,,399,,,,2038
20005,10360,388,1098,,,,,569,,354,,1301,1057,795,,,,,462
20011,7570,1044,415,97,697,,,2593,,152,,628,,,2537,,,,651
20012,6698,1519,,121,554,,,1033,23,490,,4431,338,171,130,,,,876
20017,7657,285,465,,,,,,,,,,2168,159,112,,5425,,113
20018,6687,291,,1428,,,,1276,,950,,748,2310,,,,2595,,99
20020,9760,2331,,,,,,,503,,,2531,535,149,423,,,,152
20021,8827,6925,,,,,,,,,,,,,336,,,296,
20026,6499,1740,,,,,,3359,316,,,,1712,,961,,,,1797
20027,6686,5130,1130,,276,,,643,781,,,810,,,,,,,928
20029,13182,441,,,,,1503,,,110,,617,81,,450,,,,
20033,10169,666,406,,,,,152,848,,,1039,2006,24,,,779,,295
20034,12693,1348,,,,,,,,,,,944,,332,,857,,210
20038,14462,337,66,,,,307,,153,,,62,,,861,,45,,91
20039,8573,410,551,1242,42,,,1955,43,,,152,1510,,1055,,,,851
20045,10090,743,,,102,,,652,1644,,,373,446,49,549,,1121,,615
20047,7464,3044,,,,,850,,1521,,,1571,,,,,,,1934
20054,9784,,765,1085,,,,742,,,,1024,303,,,488,,,2193
20061,11100,857,,,150,,172,,2274,,,,,,1831,,,,
20064,9869,492,,,102,,,30,3487,,,1661,89,,540,,114,,
20066,7801,8535,,,,,,,,,,,,,48,,,,
20070,9072,1491,712,1609,,,,,,39,,1019,1741,,,,,,701
20071,9085,59,,118,242,,,2281,3391,,,981,140,,87,,,,
20077,10009,2041,,374,,,,1257,,,,338,599,,,,1157,,609
20089,8196,599,,349,388,,,,2011,,,,363,245,1045,,3188,,
20099,11691,1158,,,1544,,,,351,,,147,868,,85,,,,540
20100,11812,1073,,,53,,,919,,,,1080,587,,860,,,,
20104,11691,1383,,,38,1028,,1774,109,,,,,,316,,45,,
20111,6326,822,,,,,,725,3756,,,2860,468,,645,,782,,
20112,9804,6580,,,,,,,,,,,,,,,,,
20117,9886,,,,,,,1250,,,,,,,,,,,5248
20124,11653,1915,693,,157,,,,703,,,,,,821,,,,442
20141,13404,1365,553,,,,,,727,,,,,,335,,,,
20142,10489,557,,,94,,,76,3451,,,1588,37,,54,,38,,
20151,11429,3926,,,,,,,21,,,,,,1008,,,,
20165,11097,,,,130,,,,1429,,,,486,,,,3242,,
20174,10292,688,,,,,,,,,1050,2807,1048,,,,,,499
20176,11250,320,,,,1378,,541,1296,,,1345,,,,,254,,
20183,12860,3524,,,,,,,,,,,,,,,,,
20194,10238,428,,,,,,1027,,,,1256,369,,1280,,,,1786
20199,10703,,,,,,345,,3433,,,1821,,,82,,,,
20213,9266,362,458,377,,,,370,2702,,,1715,181,184,672,,97,,
20218,7557,2095,,,,,,,1296,,,1259,,,913,,3062,,202
20219,9990,168,36,,,,,,4661,,,532,71,,,,926,,
20229,6555,1198,,,2797,,,480,853,,,645,,,3626,,,,230
20240,12178,685,,,528,,89,616,885,,,396,,,1007,,,,
20241,11659,589,,,172,,619,,1993,,,75,140,80,1057,,,,
20244,10608,3306,,,127,,280,,1160,,,382,,175,346,,,,
20248,10124,350,172,,,,,638,,1632,,194,2617,265,87,,305,,
20252,9645,670,,,915,,,,3656,,88,228,367,,,,,,815
20253,7433,3869,633,441,,,,696,,,,,,,,,1032,1256,1024
20256,6768,1955,,,,,237,2398,1272,,,3754,,,,,,,
20259,9775,1412,55,2224,,,,804,148,1019,,888,,,59,,,,
20271,12119,1379,,,,,,,104,,,865,,43,,,1874,,
20272,7725,,,,,,,1075,,,,2797,,,4787,,,,
20276,15245,116,,,,,601,,72,,,310,,,40,,,,
20284,12679,3705,,,,,,,,,,,,,,,,,
20287,13145,3239,,,,,,,,,,,,,,,,,
20290,12419,232,,,,,,,,,,,992,,618,,2123,,
20291,12394,126,,,277,,474,,307,,,2213,192,,401,,,,
20292,7921,257,,,,,,,7389,,,,653,,,,164,,
20295,7024,36,,,,,,1045,130,,,3813,2352,,144,,1840,,
20299,8002,251,,,79,,,,7101,,,,327,,624,,,,
20301,8442,,,,512,,,,6886,,,,376,,168,,,,
20302,13975,1062,,,342,,103,,,,,,,,902,,,,
20303,12560,757,,,219,,,,1450,,,375,532,,106,,385,,
20305,10347,279,268,121,264,,,2517,,,,249,1352,,187,,292,,508
20310,12319,1094,,,,,,,,,,,,,145,,2826,,
20321,12739,1991,,45,,,,,,,,,871,,346,,392,,
20334,11385,,,846,,,,1626,,,,1479,425,,623,,,,
20336,13067,554,,,,,,,,,,,1105,,,,1658,,
20342,12229,1440,,,442,,,,203,,,308,421,1341,,,,,
20347,7570,6029,274,,,,,,,,,260,323,,334,728,866,,
20350,13825,974,,,,,,,,,784,,,,709,,,,92
20354,12985,889,96,,483,,219,,1618,,,94,,,,,,,
20361,8009,589,,,,,,,4223,,,1296,79,,,,2188,,
20362,12571,1088,,,,,,,744,,73,,,,21,,1887,,
20367,7112,841,157,308,,665,84,1581,2271,,,1803,,,933,,173,,456
20369,14983,155,,,,,,,229,,,745,,,272,,,,
20373,11024,197,,,,,,,3526,,,369,34,,1193,,41,,
20388,13205,91,,,,,,,73,,,,230,,,,2785,,
20392,8939,322,,,,,,833,,,,3229,3061,,,,,,
20395,12205,1821,,,72,,,,646,,,,1512,,27,,101,,
20402,10380,3357,,,,,,,,,,,2387,,260,,,,
20405,13306,98,,176,,,,,,,,451,466,,59,,1336,,492
20407,13398,2950,,,,,,,,,,,36,,,,,,
20415,14066,1189,,,,,,,600,,,,,,57,,472,,
20418,12218,264,,,,,,,1868,,,1037,299,,698,,,,
20437,6171,308,,333,,,,160,8726,,,,,,,,686,,
20439,11699,3122,,,,,,,,,310,,,,1253,,,,
20448,12529,972,93,,,,74,,1837,,,,434,,130,,315,,
20454,7156,2443,,,903,,281,562,569,,,870,,,3600,,,,
20462,13653,597,,,739,,192,,651,,,552,,,,,,,
20464,12417,877,,,,,,,,,,,,,3090,,,,
20467,15458,926,,,,,,,,,,,,,,,,,
20473,6117,6819,103,,,,,,2105,,,,,,1240,,,,
20478,6756,400,,,,,3484,,,,,2079,,,3665,,,,
20483,12898,595,,,,,63,,1856,,,877,,,41,,54,,
20496,9991,352,,,,344,,,2322,,,2917,252,,206,,,,
20499,13226,2399,,,,,,,,,,759,,,,,,,
20500,13851,1690,,,,,,,669,,,,,,154,,20,,
20502,15792,175,,,,,73,,,,,344,,,,,,,
20508,14229,,,,,,,,1599,,,,46,,,,510,,
20512,7126,498,,,855,,,,7905,,,,,,,,,,
20513,8438,,,,,,,,7880,,,,,,,,66,,
20515,12359,112,,,,,,,,,,2241,,,1350,,322,,
20516,15121,151,,,,501,105,33,,,,,,,,,,,473
20517,11429,546,137,,491,,,,3057,,,,,,,,724,,
20520,13091,1951,,,301,,,,,,,,,,864,,177,,
20523,13353,,,,,,,,2865,,,,,166,,,,,
20528,5486,7995,,,479,1257,573,,,,,,,,594,,,,
20532,11411,561,715,473,,,,561,,173,,,1646,190,,,613,,41
20538,6498,3208,,,203,,,,4769,,,361,,,1104,,241,,
20545,12575,1032,,,,,,,,,,,726,,151,,1900,,
20560,5434,2941,,,,,2620,3574,,,,,893,,922,,,,
20566,12777,1060,983,,,,,,,,,,,,1334,,230,,
20567,14865,1039,,,,,,379,101,,,,,,,,,,
20568,14387,527,,,,,,,,,,,250,,119,,978,123,
20572,12688,129,,,,,,874,252,,,2335,,,106,,,,
20573,10329,3972,,,,,,,,,,,804,,1208,,,,71
20575,14480,280,122,,,,,,30,,,,,,1472,,,,
20579,4556,284,,,662,,,,10641,,,,,,241,,,,
20581,5305,88,,,,,,,10991,,,,,,,,,,
20583,13504,2137,,,119,,,,,,,624,,,,,,,
20584,13276,1774,426,,,,908,,,,,,,,,,,,
20593,12451,2930,272,,,,,,,,,,,,731,,,,
20595,13636,223,,,61,,70,,1973,,,,,,,,421,,
20598,8180,1119,186,1796,565,,,3266,,,,582,451,,68,,,,171
20601,8501,5468,,,,,,,,,,,300,,818,,,,1297
20619,11399,610,,,,,,271,1720,,,1102,1282,,,,,,
20620,11322,2292,,,377,,,440,674,,,230,971,,60,,18,,
20622,3230,2259,,1600,,,,,,,,4097,,,2880,,,,2318
20624,9751,114,,449,268,,103,3432,,,,1273,139,,,,855,,
20634,14501,125,60,,1089,,,,,,,,,,609,,,,
20636,13286,257,72,,,,,,2091,,,,,,678,,,,
20637,11125,87,,,,,,,5172,,,,,,,,,,
20644,5945,10272,,,65,,,,,,,,,,102,,,,
20649,10021,497,159,,,,,505,,,,2464,1933,,,,575,,230
20656,15479,905,,,,,,,,,,,,,,,,,
30001,9295,516,2375,390,1657,245,,,,,67,,393,,,,,,1446
30004,7894,2488,,2317,600,74,,,,,213,,2427,241,,130,,,
30018,7500,5939,373,1490,167,397,,,,,,,,,,,,,518
30024,3057,3580,3035,1917,804,,,,,,119,,,,,3706,,166,
30025,6348,9841,,195,,,,,,,,,,,,,,,
30028,5808,2341,2462,2894,1261,1007,,199,,,,,,,,,,,412
30029,4690,5528,2509,989,,,,,,,221,,,,1509,,,,938
30036,8758,330,731,2288,,1326,,,,,768,,,,,990,,,1193
30052,2997,268,6267,1896,1165,3160,,,,,,,,,220,411,,,
30066,4556,6492,1817,1030,1286,724,,,,,,,,,134,,,345,
30085,8774,3681,904,1459,,,,,,,,,,,995,,,,571
30093,6759,2146,627,4280,,368,,,,,,,,,,177,,,2027
30103,7085,2166,1470,3178,479,698,,,,,,,,460,848,,,,
30104,13062,2232,402,,,,,,,,567,,58,19,,,,44,
30108,6504,5400,1501,1897,,,,,,,988,,,,94,,,,
30111,8773,5853,,,,,,,,,,,,,1429,,,329,
30115,5003,745,2433,2821,1716,779,,167,,,,,2136,,,584,,,
30125,9525,257,233,1165,1127,1544,,,,,,,,44,,2489,,,
30127,6419,5567,1551,474,,1462,,,,,,,,,,,,,911
30132,10515,1053,,,,,,,4483,,,,,,59,,,274,
30135,2664,12149,,166,568,,,,,,669,,,,,,,,168
30138,8465,3191,1644,1856,475,,,,,,,,,,,,,,753
30144,8015,1345,3514,2016,386,589,,,,,,,,53,466,,,,
30154,8796,3858,684,2083,486,,44,,,,,,149,32,252,,,,
30156,10643,2506,727,676,,,,,,,791,,,,198,843,,,
30161,7811,3838,1592,212,869,,,,,,300,,,,1181,,,299,282
30167,7377,4001,1264,1237,1464,319,,,,,131,,,,283,,,,308
30169,11305,2887,276,,,,308,,1192,,,,,,,,,416,
30170,9383,1697,1963,446,750,675,,441,882,,,,,,147,,,,
30177,11917,1523,,506,,,,,1668,,,,,,770,,,,
30180,7312,8929,,,,,,,,,,,,,,,,143,
30190,5908,9240,261,,264,,,,,,481,,,,,,,230,
30191,9872,278,2113,131,,,,,,,,,360,,,3630,,,
30196,3805,10090,326,,,,,,,,113,,,,648,,,1402,
30201,8725,6516,409,,734,,,,,,,,,,,,,,
30208,9763,4873,410,,619,,,,,,244,,21,,,454,,,
30210,10173,961,1688,1735,447,,,173,,,,,,,,,,,1207
30216,6483,2367,2721,3213,262,,,,,,114,,,,70,825,,329,
30221,8284,7900,200,,,,,,,,,,,,,,,,
30224,7779,5454,,1501,,,,,,,304,,,,1346,,,,
30230,5827,4721,2677,2106,934,,,,,,,,49,,,,,70,
30257,7031,3300,1371,1773,,,,,,,766,,,,782,,,920,441
30270,10808,297,675,1336,310,,,2036,,,,,494,,,428,,,
30273,6390,2195,1737,1886,109,1804,,,,,,,,,,2263,,,
30276,6589,6195,511,,653,,,,,,2436,,,,,,,,
30278,6950,2341,1385,2554,1079,926,,320,,,,,,,,829,,,
30279,8983,1293,,,1722,2340,,,,,,,,,,777,,1269,
30288,10016,1604,317,1194,344,,,2759,51,,,,99,,,,,,
30291,8461,5731,,,,,,,1405,,,,,,787,,,,
30306,8040,441,,51,,,,,7770,,,,,,82,,,,
30310,12928,1589,,950,,,,,,,,,,,,,,917,
30318,10439,1448,,2109,,,,725,,,207,,,,,550,,,906
30320,7086,7188,,1105,,,,,,,774,,,,,,,231,
30326,8024,4810,937,,,,,990,,,,,,,632,991,,,
30328,6585,4396,1916,894,,188,,557,,,,,,,,1848,,,
30329,4524,2718,686,6195,,407,,,,,,306,,,127,1421,,,
30332,5543,5239,1295,2810,592,,,,,,,,,,527,,,378,
30335,7090,3171,1224,1367,907,1095,,599,,,,,,,,931,,,
30336,5067,5649,2154,2495,,377,,,,,,,,,,283,,359,
30338,5598,3337,,,4273,175,,,,,,,,,,2401,,600,
30343,9282,2013,767,1302,612,1370,,,,,,,,,,1038,,,
30350,3876,12047,,,,,,,,,353,,,,,,,,108
30358,8116,5655,287,1868,100,,,,,,358,,,,,,,,
30362,5287,2514,1901,2710,2155,1375,,,,,,,,,,442,,,
30363,9536,,1153,2437,,420,,1397,,,,,,186,,1255,,,
30367,3777,11614,,,,,,,,,337,,,,308,,,,348
30370,4109,854,3857,5074,719,1656,,,,,,,,115,,,,,
30371,7057,1614,1812,3579,,,,1153,,,,,,,,1169,,,
30377,6078,4140,2840,,1456,,,,,,1273,,,,,,,,597
30378,6628,4079,359,3119,1090,,,,,,768,,,,,341,,,
30379,8231,2695,1150,1976,150,,,,,,,,,,330,1852,,,
30386,5779,,4833,,1767,,,,,,,,,,1005,2546,,,454
30391,7871,1115,1626,1429,1351,,,,2114,,,,,,878,,,,
30394,7487,4268,625,,1596,,,,1630,,,,,,778,,,,
30399,9276,1965,1378,1828,,338,,,,,,,,,,1599,,,
30405,6259,3078,1459,4104,570,350,,,,,564,,,,,,,,
30414,10229,1218,209,303,494,,,,3282,,401,,120,,128,,,,
30421,9163,1722,1941,1322,,1061,,,297,,302,,,,,576,,,
30426,13239,791,,490,,427,,,,,,,,,,1141,,296,
30427,7648,1466,682,,,,,,6441,,,,,,147,,,,
30429,6277,3816,1322,3534,397,,,,,,739,,,,144,,,155,
30433,8340,404,1007,4418,,1497,,,,,,,,,,333,,,385
30439,8592,4971,,1154,639,352,,,,,,,,,,,,676,
30442,8095,4952,232,2641,,464,,,,,,,,,,,,,
30446,10518,3942,341,,,321,,,,,1262,,,,,,,,
30447,4907,7499,169,2986,163,,,,,,424,,,,,,,,236
30455,10547,2020,1419,1130,377,455,,,,,68,,,,,,,,368
30457,7127,4247,2281,2335,253,,,,,,141,,,,,,,,
30459,7811,2611,1306,94,1695,1928,,,,,,,,,274,,,,665
30465,7163,7786,133,800,,,,,,,440,,,,,,,62,
30472,6608,1797,1283,4003,789,628,,,,,,,517,,610,,,,149
30474,6254,6758,1763,687,,,,,,,922,,,,,,,,
30485,4253,6625,1032,1454,1026,1160,,,,,,,,,,834,,,
30486,6369,2264,1523,375,1500,1848,,1611,,,,,,,,894,,,
30489,6291,5871,475,1794,,,,,,,1265,,,,417,,,271,
30494,7234,6827,,1302,714,,,,,,,,,,,,,307,
30500,11204,1808,1570,1634,,,,,,,168,,,,,,,,
30505,7565,8598,,,,,,,,,,,,,221,,,,
30516,11430,3465,588,75,,,,,,,826,,,,,,,,
30527,2464,10821,,,,,,,,,,,,,,3099,,,
30531,6355,8016,,396,427,,,,,,921,,,,,,,269,
30537,9078,2338,396,2450,,306,,,110,,,,,,870,836,,,
30539,8219,7576,,,,,,,46,,149,,,,394,,,,
30542,9882,1753,1433,,,2417,,88,,,663,,,,,148,,,
30548,12112,3545,,298,,,,,,,385,,,44,,,,,
30549,9760,3384,946,1580,,,153,,,,100,,,,461,,,,
30551,11542,1175,781,1720,,,,,,,,,,,,,,1166,
30571,9715,829,,,,,,,5840,,,,,,,,,,
30579,6319,3893,1882,3446,,,,,,,,,,,,844,,,
30588,3554,11909,,,,,,,,,,,,,,,,921,
30591,6365,5573,1167,1945,773,,,,,,172,,389,,,,,,
30592,12190,2262,,,,,,1515,125,,,,,,,,292,,
30598,7248,9024,,,90,,,,22,,,,,,,,,,
30599,9687,2769,1901,556,897,,,,,,,,,,492,82,,,
30607,8866,5266,1733,,519,,,,,,,,,,,,,,
30608,3912,2127,4948,2152,298,2440,,,,,,,507,,,,,,
30614,9584,3723,574,1866,,,,,,,,,,,119,221,,297,
30620,5132,4574,2743,2936,424,,,,,,233,,,,,342,,,
30626,4703,3865,1814,5627,,,,72,,,,,51,,,252,,,
30632,4509,3060,2407,4548,796,,,,,,270,,,,,,,794,
30633,4033,2630,2820,5706,,821,,107,,,,,,,,267,,,
30639,7212,262,2760,2578,,3542,,,30,,,,,,,,,,
30640,3506,3955,2118,2798,524,1831,,,,,,,,,,1652,,,
30642,11827,2680,,1081,796,,,,,,,,,,,,,,
30644,5066,9867,221,552,462,,,,,,150,,,,66,,,,
30646,11456,2271,,1898,292,,,,,,467,,,,,,,,
30660,3663,12721,,,,,,,,,,,,,,,,,
30664,6483,7961,748,469,242,,,,,,201,,,,67,,,213,
30671,6488,9896,,,,,,,,,,,,,,,,,
30672,10199,2866,1320,208,,590,,,,,735,,,,,466,,,
30674,9056,5802,,,505,,,,,,487,,,,,,,,534
